dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1577836800,2020-01-01 00:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,19.89,18.61,17.3,22.22,1016,,,64,3.1,190,,,,,12,801,Clouds,few clouds,02d
1577840400,2020-01-01 01:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,21.1,17.77,18.89,23.33,1016,,,43,4.1,190,,,,,0,800,Clear,sky is clear,01d
1577844000,2020-01-01 02:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,22.07,19.05,20.56,24.44,1016,,,40,3.6,130,,,,,0,800,Clear,sky is clear,01d
1577847600,2020-01-01 03:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,23.41,19.44,21.67,25.56,1015,,,38,5.1,200,,,,,0,800,Clear,sky is clear,01d
1577851200,2020-01-01 04:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,24.77,21.44,22.22,28.33,1015,,,31,3.6,110,,,,,0,800,Clear,sky is clear,01d
1577854800,2020-01-01 05:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,24.93,22.12,22.78,28.33,1014,,,29,2.6,170,,,,,0,800,Clear,sky is clear,01d
1577858400,2020-01-01 06:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,24.58,18.85,21.23,27.78,1015,,,36,7.7,170,,,,,0,800,Clear,sky is clear,01d
1577862000,2020-01-01 07:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,24.28,19.38,22.78,26.11,1015,,,38,6.7,160,,,,,0,800,Clear,sky is clear,01d
1577865600,2020-01-01 08:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,22.49,17.49,20.75,23.89,1016,,,49,7.7,170,,,,,0,800,Clear,sky is clear,01d
1577869200,2020-01-01 09:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,20.6,15.65,18.33,22.74,1017,,,60,8.2,170,,,,,0,800,Clear,sky is clear,01d
1577872800,2020-01-01 10:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,18.95,14.16,17.22,20.56,1018,,,59,7.2,180,,,,,0,800,Clear,sky is clear,01n
1577876400,2020-01-01 11:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,17.86,14.34,16.61,19,1018,,,55,4.6,160,,,,,0,800,Clear,sky is clear,01n
1577880000,2020-01-01 12:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,17.06,13.97,14.99,18.33,1019,,,59,4.1,140,,,,,0,800,Clear,sky is clear,01n
1577883600,2020-01-01 13:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,16.45,13.57,14.44,17.78,1019,,,59,3.6,130,,,,,3,800,Clear,sky is clear,01n
1577887200,2020-01-01 14:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.68,13.44,13.96,16.79,1018,,,67,3.1,150,,,,,2,800,Clear,sky is clear,01n
1577890800,2020-01-01 15:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.05,14.06,12.34,16.67,1018,,,72,1.5,130,,,,,2,800,Clear,sky is clear,01n
1577894400,2020-01-01 16:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.13,14.13,11.93,15.72,1017,,,82,0.5,130,,,,,4,800,Clear,sky is clear,01n
1577898000,2020-01-01 17:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,13.44,11.91,10.85,15.45,1017,,,72,1.69,137,,,,,2,800,Clear,sky is clear,01n
1577901600,2020-01-01 18:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,12.47,10.91,10.28,13.89,1017,,,82,2.1,130,,,,,5,800,Clear,sky is clear,01n
1577905200,2020-01-01 19:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,11.86,9.44,9.76,13.33,1018,,,82,3.1,270,,,,,5,800,Clear,sky is clear,01n
1577908800,2020-01-01 20:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,13.43,11.26,10.56,15.98,1019,,,72,2.6,280,,,,,2,800,Clear,sky is clear,01d
1577912400,2020-01-01 21:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.49,14.09,12.16,18.33,1019,,,63,1.5,250,,,,,5,800,Clear,sky is clear,01d
1577916000,2020-01-01 22:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,18.51,16.55,16.67,20,1021,,,55,2.6,180,,,,,0,800,Clear,sky is clear,01d
1577919600,2020-01-01 23:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,21.23,19.83,18.55,23.33,1019,,,49,2.1,70,,,,,0,800,Clear,sky is clear,01d
1577923200,2020-01-02 00:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,22.07,19.83,20.56,23.33,1020,,,49,3.6,170,,,,,7,800,Clear,sky is clear,01d
1577926800,2020-01-02 01:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,22.85,19.77,21.11,25,1020,,,49,5.1,170,,,,,4,800,Clear,sky is clear,01d
1577930400,2020-01-02 02:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,24.37,21.92,22.22,27.22,1019,,,44,4.1,160,,,,,8,800,Clear,sky is clear,01d
1577934000,2020-01-02 03:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,25.02,21.91,22.78,28.33,1019,,,36,4.1,190,,,,,20,801,Clouds,few clouds,02d
1577937600,2020-01-02 04:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,25.6,21.92,22.22,29.44,1018,,,36,5.1,160,,,,,20,801,Clouds,few clouds,02d
1577941200,2020-01-02 05:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,25.5,21.21,23.33,27.78,1018,,,41,6.7,170,,,,,11,801,Clouds,few clouds,02d
1577944800,2020-01-02 06:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,24.88,20.04,23.33,26.67,1018,,,44,7.7,170,,,,,6,800,Clear,sky is clear,01d
1577948400,2020-01-02 07:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,24.24,19.43,22.22,26.11,1016,,,46,7.7,170,,,,,6,800,Clear,sky is clear,01d
1577952000,2020-01-02 08:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,21.88,17.07,21,23.05,1017,,,49,7.2,170,,,,,2,800,Clear,sky is clear,01d
1577955600,2020-01-02 09:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,20.89,16.7,18.89,22.84,1017,,,64,7.7,190,,,,,0,800,Clear,sky is clear,01d
1577959200,2020-01-02 10:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,19.26,15.9,17.22,21.11,1017,,,63,5.7,180,,,,,5,800,Clear,sky is clear,01n
1577962800,2020-01-02 11:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,18.11,15.2,16.67,19,1017,,,63,4.6,170,,,,,21,801,Clouds,few clouds,02n
1577966400,2020-01-02 12:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,17.31,14.86,15,18.89,1017,,,68,4.1,170,,,,,32,802,Clouds,scattered clouds,03n
1577970000,2020-01-02 13:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,16.51,14.13,14.43,18.33,1016,,,67,3.6,170,,,,,12,801,Clouds,few clouds,02n
1577973600,2020-01-02 14:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.87,13.28,13.33,17.78,1015,,,72,4.1,170,,,,,0,800,Clear,sky is clear,01n
1577977200,2020-01-02 15:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.84,13.3,12.78,16.67,1015,,,77,2.6,170,,,,,0,800,Clear,sky is clear,01n
1577980800,2020-01-02 16:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.28,12.94,11.2,16.67,1014,,,77,2.1,190,,,,,0,800,Clear,sky is clear,01n
1577984400,2020-01-02 17:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,13.59,12.19,11.06,15.56,1014,,,93,3.1,280,,,,,0,800,Clear,sky is clear,01n
1577988000,2020-01-02 18:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,12.93,10.98,10.56,15,1014,,,93,3.6,270,,,,,0,800,Clear,sky is clear,01n
1577991600,2020-01-02 19:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,12.65,10.26,10.56,14.44,1015,,,93,4.1,250,,,,,0,800,Clear,sky is clear,01n
1577995200,2020-01-02 20:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,13.46,12.37,11.65,15.61,1015,,,93,2.6,240,,,,,4,800,Clear,sky is clear,01d
1577998800,2020-01-02 21:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.43,14.12,11.88,17.78,1016,,,72,2.1,240,,,,,18,801,Clouds,few clouds,02d
1578002400,2020-01-02 22:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,17.81,15.87,15.56,19.44,1016,,,63,3.1,180,,,,,0,800,Clear,sky is clear,01d
1578006000,2020-01-02 23:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,20.07,18.23,18.4,21.67,1016,,,56,3.1,200,,,,,0,800,Clear,sky is clear,01d
1578009600,2020-01-03 00:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,22.2,20.43,20.12,23.89,1014,,,46,2.6,140,,,,,0,800,Clear,sky is clear,01d
1578013200,2020-01-03 01:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,24.64,22.14,21.26,27.78,1013,,,36,3.1,30,,,,,4,800,Clear,sky is clear,01d
1578016800,2020-01-03 02:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,27.53,24.99,22.83,31.11,1013,,,30,3.1,80,,,,,41,802,Clouds,scattered clouds,03d
1578020400,2020-01-03 03:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,29.64,26.61,25,34.44,1011,,,23,3.1,100,,,,,60,803,Clouds,broken clouds,04d
1578024000,2020-01-03 04:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,31.48,28.2,25.56,36.11,1009,,,31,5.7,180,,,,,72,803,Clouds,broken clouds,04d
1578027600,2020-01-03 05:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,31.94,28.11,24.76,36.67,1008,,,24,5.1,170,,,,,80,803,Clouds,broken clouds,04d
1578031200,2020-01-03 06:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,31.07,27.33,25.28,34,1006,,,31,6.2,170,,,,,41,802,Clouds,scattered clouds,03d
1578034800,2020-01-03 07:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,32.7,30.87,30.56,34,1006,,,31,4.1,170,,,,,0,800,Clear,sky is clear,01d
1578038400,2020-01-03 08:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,31.47,28.95,29.44,33,1006,,,31,4.6,210,,,,,30,802,Clouds,scattered clouds,03d
1578042000,2020-01-03 09:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,30.24,29.72,28.89,31.67,1006,,,35,2.1,240,,,,,42,802,Clouds,scattered clouds,03d
1578045600,2020-01-03 10:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,28.08,26.13,25.19,30.56,1006,,,45,5.1,290,,,,,44,802,Clouds,scattered clouds,03n
1578049200,2020-01-03 11:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,25.42,24.62,24,26.67,1006,,,47,2.6,310,,,,,36,802,Clouds,scattered clouds,03n
1578052800,2020-01-03 12:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,24.26,23.73,21.27,26.11,1005,,,53,2.6,360,,,,,0,800,Clear,sky is clear,01n
1578056400,2020-01-03 13:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,22.58,22.16,19.15,25,1004,,,56,2.1,360,,,,,0,800,Clear,sky is clear,01n
1578060000,2020-01-03 14:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,21.9,21.27,18.67,25,1004,,,60,2.6,50,,,,,0,800,Clear,sky is clear,01n
1578063600,2020-01-03 15:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,20.27,18.35,18,23.89,1003,,,40,1.5,360,,,,,6,800,Clear,sky is clear,01n
1578067200,2020-01-03 16:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,20.43,18.78,17.22,26,1003,,,43,1.5,90,,,,,57,803,Clouds,broken clouds,04n
1578070800,2020-01-03 17:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,21.12,17.01,16.67,26,1002,,,25,3.1,360,,,,,4,800,Clear,sky is clear,01n
1578074400,2020-01-03 18:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,21.12,16.35,16.67,26,1001,,,39,5.7,350,,,,,0,800,Clear,sky is clear,01n
1578078000,2020-01-03 19:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,22.22,17.49,17.22,27,1003,,,37,5.7,360,,,,,0,800,Clear,sky is clear,01n
1578081600,2020-01-03 20:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,23.54,16.57,20,27,1004,,,18,6.7,230,,,,,0,800,Clear,sky is clear,01d
1578085200,2020-01-03 21:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,24.25,18.6,22.78,26,1007,,,34,7.2,250,,,,,0,800,Clear,sky is clear,01d
1578088800,2020-01-03 22:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,24.69,19.48,21.98,27,1008,,,34,6.7,230,,,,,0,800,Clear,sky is clear,01d
1578092400,2020-01-03 23:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,26.18,22.55,23.86,28.89,1009,,,39,5.7,210,,,,,1,800,Clear,sky is clear,01d
1578096000,2020-01-04 00:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,27,23.94,23.89,30,1009,,,42,5.7,150,,,,,29,802,Clouds,scattered clouds,03d
1578099600,2020-01-04 01:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,26.33,21.88,22.55,29.44,1011,,,50,8.7,170,,,,,48,802,Clouds,scattered clouds,03d
1578103200,2020-01-04 02:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,23.18,18.33,20.56,26.67,1012,,,68,10.3,170,,,,,75,803,Clouds,broken clouds,04d
1578106800,2020-01-04 03:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,20.89,15.56,19.44,23.33,1013,,,68,9.8,180,,,,,90,804,Clouds,overcast clouds,04d
1578110400,2020-01-04 04:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,19.37,13.84,18.33,20.88,1014,,,72,9.8,180,,,,,90,804,Clouds,overcast clouds,04d
1578114000,2020-01-04 05:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,19.55,12.48,18.07,21.67,1014,,,60,10.8,170,,,,,75,803,Clouds,broken clouds,04d
1578117600,2020-01-04 06:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,20.38,13.58,17.21,22.22,1014,,,56,10.3,170,,,,,75,803,Clouds,broken clouds,04d
1578121200,2020-01-04 07:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,19.86,13.5,17.16,22.22,1014,,,59,9.8,170,,,,,40,802,Clouds,scattered clouds,03d
1578124800,2020-01-04 08:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,18.4,11.58,16.75,20.56,1015,,,63,10.3,190,,,,,23,801,Clouds,few clouds,02d
1578128400,2020-01-04 09:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,17.1,10.63,16,18.33,1017,,,63,9.3,180,,,,,40,802,Clouds,scattered clouds,03d
1578132000,2020-01-04 10:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.73,9.35,14.39,16.67,1018,,,63,8.7,180,,,,,40,802,Clouds,scattered clouds,03n
1578135600,2020-01-04 11:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.38,9.97,14.44,16.11,1018,,,63,7.2,160,,,,,90,804,Clouds,overcast clouds,04n
1578139200,2020-01-04 12:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.2,10.67,13.35,16.11,1019,,,67,6.2,170,,,,,90,804,Clouds,overcast clouds,04n
1578142800,2020-01-04 13:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.82,9.85,13.33,16.11,1019,,,67,6.7,150,,,,,75,803,Clouds,broken clouds,04n
1578146400,2020-01-04 14:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.72,9.8,13.26,16.11,1018,,,62,6.2,140,,,,,75,803,Clouds,broken clouds,04n
1578150000,2020-01-04 15:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.64,10.33,12.89,16.11,1018,,,67,5.7,150,,,,,75,803,Clouds,broken clouds,04n
1578153600,2020-01-04 16:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.34,8.77,12.78,15.56,1018,,,58,6.7,150,,,,,40,802,Clouds,scattered clouds,03n
1578157200,2020-01-04 17:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.11,8.5,12.22,15.56,1018,,,58,6.7,160,,,,,100,804,Clouds,overcast clouds,04n
1578160800,2020-01-04 18:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.29,9.28,12.78,15.56,1018,,,62,6.2,150,,,,,40,802,Clouds,scattered clouds,03n
1578164400,2020-01-04 19:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.29,8.36,12.78,15.56,1019,,,58,7.2,160,,,,,75,803,Clouds,broken clouds,04n
1578168000,2020-01-04 20:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.06,10.24,12.22,15.56,1021,,,71,5.1,160,0.3,,,,75,520,Rain,light intensity shower rain,09d
1578171600,2020-01-04 21:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,13.3,8.39,11.67,14.53,1022,,,82,7.2,160,0.51,,,,75,520,Rain,light intensity shower rain,09d
1578175200,2020-01-04 22:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,12.63,8.83,11.67,13.33,1023,,,87,5.7,150,1.27,,,,90,501,Rain,moderate rain,10d
1578178800,2020-01-04 23:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,12.18,8.54,10.56,13.33,1023,,,93,5.7,110,1.27,,,,90,501,Rain,moderate rain,10d
1578182400,2020-01-05 00:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,12.02,9.1,10.56,13.89,1023,,,93,4.6,90,0.51,,,,90,500,Rain,light rain,10d
1578186000,2020-01-05 01:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,12.64,9.02,11.11,14.27,1023,,,82,5.1,190,0.25,,,,75,500,Rain,light rain,10d
1578189600,2020-01-05 02:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,13.36,7.91,11.11,14.56,1023,,,71,7.2,170,0.38,,,,75,520,Rain,light intensity shower rain,09d
1578193200,2020-01-05 03:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.11,8.48,12.67,15.56,1022,,,71,7.7,170,1.82,,,,40,520,Rain,light intensity shower rain,09d
1578196800,2020-01-05 04:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.94,10.28,12.78,16.67,1022,,,72,6.7,160,,,,,75,803,Clouds,broken clouds,04d
1578200400,2020-01-05 05:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.7,10.6,13.89,17.22,1023,,,67,7.2,150,,,,,75,803,Clouds,broken clouds,04d
1578204000,2020-01-05 06:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.6,10.94,13.89,16.67,1022,,,63,6.2,160,,,,,90,804,Clouds,overcast clouds,04d
1578207600,2020-01-05 07:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.48,10.44,13.89,16.67,1021,,,63,6.7,140,,,,,75,803,Clouds,broken clouds,04d
1578211200,2020-01-05 08:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.89,10.64,13.33,15.83,1021,,,67,5.7,160,,,,,75,803,Clouds,broken clouds,04d
1578214800,2020-01-05 09:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.63,10.04,12.78,16.11,1021,,,62,5.7,150,,,,,75,803,Clouds,broken clouds,04d
1578218400,2020-01-05 10:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.4,10.03,12.73,15.65,1021,,,67,5.7,150,,,,,90,804,Clouds,overcast clouds,04n
1578222000,2020-01-05 11:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.15,9.23,12.21,15.56,1022,,,71,6.7,160,1.38,,,,75,500,Rain,light rain,10n
1578225600,2020-01-05 12:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,13.28,8.71,11.11,15,1022,,,82,6.7,170,0.51,,,,90,500,Rain,light rain,10n
1578229200,2020-01-05 13:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,13,8.95,10.56,14.8,1022,,,87,6.2,180,,,,,90,804,Clouds,overcast clouds,04n
1578232800,2020-01-05 14:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,12.95,9.76,10.56,14.62,1021,,,82,4.6,150,,,,,75,803,Clouds,broken clouds,04n
1578236400,2020-01-05 15:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,12.53,9.76,10.56,14.44,1020,,,93,4.6,160,1.52,,,,90,501,Rain,moderate rain,10n
1578240000,2020-01-05 16:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,12.25,10.1,10.56,13.89,1020,,,93,3.6,160,1.02,,,,90,501,Rain,moderate rain,10n
1578243600,2020-01-05 17:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,12.07,10.54,10,13.89,1019,,,100,3.1,150,1.02,,,,90,501,Rain,moderate rain,10n
1578247200,2020-01-05 18:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,11.83,9.56,10.56,13.33,1018,,,93,3.6,180,0.51,,,,75,500,Rain,light rain,10n
1578250800,2020-01-05 19:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,11.94,9.7,10.56,13.33,1019,,,93,3.6,160,0.51,,,,90,500,Rain,light rain,10n
1578254400,2020-01-05 20:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,12.02,10.15,10.62,13.33,1019,,,93,3.1,180,0.25,,,,90,500,Rain,light rain,10d
1578258000,2020-01-05 21:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,12.16,11.45,11.11,13.33,1019,,,93,1.5,140,0.51,,,,90,500,Rain,light rain,10d
1578261600,2020-01-05 22:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,12.38,11.65,11.06,13.89,1019,,,100,2.1,150,0.25,,,,90,500,Rain,light rain,10d
1578265200,2020-01-05 23:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,12.63,12.47,11.11,13.89,1020,,,93,0.91,171,0.25,,,,90,500,Rain,light rain,10d
1578268800,2020-01-06 00:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,13.02,12.14,11.59,13.89,1019,,,100,2.6,270,0.25,,,,90,500,Rain,light rain,10d
1578272400,2020-01-06 01:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,13.76,12.45,12.1,15.32,1020,,,87,2.6,270,,,,,90,804,Clouds,overcast clouds,04d
1578276000,2020-01-06 02:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.44,13.33,13.33,15,1018,,,87,2.6,240,,,,,90,804,Clouds,overcast clouds,04d
1578279600,2020-01-06 03:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,14.78,13.08,13.33,16.67,1018,,,87,3.6,240,,,,,90,804,Clouds,overcast clouds,04d
1578283200,2020-01-06 04:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.09,13.13,13.89,17.14,1018,,,87,4.1,230,,,,,90,804,Clouds,overcast clouds,04d
1578286800,2020-01-06 05:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.35,12.84,13.89,17.79,1018,,,82,4.6,220,,,,,90,804,Clouds,overcast clouds,04d
1578290400,2020-01-06 06:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.03,12.69,13.33,17,1017,,,93,5.1,210,,,,,90,804,Clouds,overcast clouds,04d
1578294000,2020-01-06 07:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.06,14.13,13.33,17.05,1017,,,93,3.1,230,,,,,90,804,Clouds,overcast clouds,04d
1578297600,2020-01-06 08:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.02,14.82,13.33,16.76,1017,,,100,2.6,250,,,,,90,804,Clouds,overcast clouds,04d
1578301200,2020-01-06 09:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.23,15.88,13.33,16.86,1018,,,100,1.5,230,,,,,90,804,Clouds,overcast clouds,04d
1578304800,2020-01-06 10:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.39,15.68,13.89,16.67,1018,,,100,2.1,160,,,,,90,804,Clouds,overcast clouds,04n
1578308400,2020-01-06 11:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.4,15.71,13.89,16.67,1018,,,93,1.5,180,,,,,90,804,Clouds,overcast clouds,04n
1578312000,2020-01-06 12:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.53,14.76,13.89,16.67,1018,,,93,3.1,170,,,,,90,804,Clouds,overcast clouds,04n
1578315600,2020-01-06 13:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.59,16.66,13.89,17.22,1018,,,93,0.5,150,,,,,90,804,Clouds,overcast clouds,04n
1578319200,2020-01-06 14:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.62,15.7,13.89,17.22,1017,,,93,1.94,175,,,,,90,804,Clouds,overcast clouds,04n
1578322800,2020-01-06 15:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.67,15.78,14.44,16.67,1017,,,93,1.92,176,,,,,90,804,Clouds,overcast clouds,04n
1578326400,2020-01-06 16:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.6,15.21,14.44,16.67,1016,,,93,2.6,150,,,,,90,804,Clouds,overcast clouds,04n
1578330000,2020-01-06 17:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.69,15.33,14.44,17.03,1016,,,93,2.6,150,,,,,90,804,Clouds,overcast clouds,04n
1578333600,2020-01-06 18:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.82,15.85,14.44,17.26,1016,,,93,2.1,150,,,,,90,804,Clouds,overcast clouds,04n
1578337200,2020-01-06 19:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,15.85,16.31,14.44,17.22,1016,,,93,1.5,150,,,,,90,804,Clouds,overcast clouds,04n
1578340800,2020-01-06 20:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,16.09,16.64,14.8,17.22,1017,,,93,1.5,150,,,,,90,804,Clouds,overcast clouds,04d
1578344400,2020-01-06 21:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,16.4,16.33,14.71,17.78,1017,,,88,2.1,90,,,,,90,804,Clouds,overcast clouds,04d
1578348000,2020-01-06 22:00:00 +0000 UTC,39600,Melbourne,-37.813628,144.963058,17.04,17.17,16,17.78,1017,,,93,2.6,140,,,,,90,804,Clouds,overcast clouds,04d
