SETTLEMENTDATE,TOTALDEMAND,RRP,TOTALDEMAND_MIN,TOTALDEMAND_MAX
00:00:00,4094.5499999999993,68.765,4009.42,4179.68
01:00:00,3849.405,57.779999999999994,3808.22,3890.59
02:00:00,3657.5399999999995,42.135,3616.33,3698.75
03:00:00,3572.2149999999997,48.905,3568.79,3575.64
04:00:00,3627.72,53.13,3589.27,3666.17
05:00:00,3787.985,67.81499999999998,3719.43,3856.54
06:00:00,4043.9300000000003,79.49499999999999,3972.69,4115.17
07:00:00,4212.6050000000005,70.55000000000001,4200.02,4225.19
08:00:00,4229.245,69.77499999999999,4219.34,4239.15
09:00:00,4132.660000000001,67.985,4100.04,4165.28
10:00:00,4014.8799999999997,65.39,3993.03,4036.73
11:00:00,3968.5750000000003,61.79500000000001,3962.8,3974.35
12:00:00,4001.475,59.07500000000001,3982.7,4020.25
13:00:00,4095.1100000000006,71.51499999999999,4062.5,4127.72
14:00:00,4317.505,77.315,4247.99,4387.02
15:00:00,4571.59,78.53500000000001,4488.84,4654.34
16:00:00,4920.030000000002,86.485,4824.55,5015.51
17:00:00,5231.54,83.59499999999998,5192.69,5270.39
18:00:00,5261.995,86.88499999999999,5237.23,5286.76
19:00:00,5113.36,83.925,5057.75,5168.97
20:00:00,4935.81,71.97999999999998,4893.97,4977.65
21:00:00,4645.43,55.705000000000005,4564.58,4726.28
22:00:00,4344.05,64.48,4288.14,4399.96
23:00:00,4358.98,71.23,4259.02,4458.94
00:00:00,4333.03,75.175,4249.93,4416.13
01:00:00,4058.515,51.445,3999.88,4117.15
02:00:00,3816.59,49.30500000000001,3764.29,3868.89
03:00:00,3732.6800000000003,47.52,3730.57,3734.79
04:00:00,3788.9900000000002,47.085,3757.03,3820.95
05:00:00,3928.97,43.79,3880.27,3977.67
06:00:00,4170.665,48.24,4096.8,4244.53
07:00:00,4348.235,44.870000000000005,4329.36,4367.11
08:00:00,4419.33,41.404999999999994,4412.77,4425.89
09:00:00,4335.6050000000005,44.74,4322.32,4348.89
10:00:00,4334.899999999999,44.01500000000001,4328.7,4341.1
11:00:00,4427.355,55.5,4390.27,4464.44
12:00:00,4584.875000000001,61.755,4515.37,4654.38
13:00:00,4859.165,68.65000000000002,4794.03,4924.3
14:00:00,5242.85,77.495,5109.02,5376.68
15:00:00,5764.265,67.52499999999999,5638.42,5890.11
16:00:00,6278.155,79.41,6150.81,6405.5
17:00:00,6732.855,80.905,6688.78,6776.93
18:00:00,6877.18,89.445,6864.66,6889.7
19:00:00,6701.62,92.135,6609.41,6793.83
20:00:00,6308.445000000001,79.35000000000001,6213.22,6403.67
21:00:00,5747.62,74.60000000000001,5608.82,5886.42
22:00:00,5188.27,70.53999999999999,5071.9,5304.64
23:00:00,4942.05,67.51,4887.78,4996.32
00:00:00,4051.685,38.7,3988.06,4115.31
01:00:00,3808.5650000000005,34.375,3756.9,3860.23
02:00:00,3582.4150000000004,32.025,3542.29,3622.54
03:00:00,3525.0750000000003,34.42,3509.63,3540.52
04:00:00,3582.225,37.09499999999999,3524.74,3639.71
05:00:00,3926.5599999999995,46.48,3807.27,4045.85
06:00:00,4367.54,55.050000000000004,4244.79,4490.29
07:00:00,4780.215,80.02,4717.51,4842.92
08:00:00,4996.785,93.65500000000002,4945.07,5048.5
09:00:00,5097.8949999999995,69.46999999999998,5089.22,5106.57
10:00:00,5091.469999999999,68.34500000000001,5087.46,5095.48
11:00:00,5045.070000000001,64.96,5041.26,5048.88
12:00:00,5003.865000000001,55.905,4993.76,5013.97
13:00:00,5007.240000000001,52.44,5006.6,5007.88
14:00:00,4990.799999999999,63.065000000000005,4986.67,4994.93
15:00:00,5006.04,50.74,5002.46,5009.62
16:00:00,5119.639999999999,53.87,5071.82,5167.46
17:00:00,5184.995,57.53000000000001,5153.63,5216.36
18:00:00,5062.3949999999995,56.105,5004.84,5119.95
19:00:00,4902.665,56.79,4892.43,4912.9
20:00:00,4843.700000000001,62.605,4806.88,4880.52
21:00:00,4604.134999999999,54.129999999999995,4531.87,4676.4
22:00:00,4336.704999999999,49.589999999999996,4270.94,4402.47
23:00:00,4335.910000000001,48.22,4243.19,4428.63
00:00:00,4380.63,60.64000000000001,4300.0,4461.26
01:00:00,4147.330000000001,47.050000000000004,4105.52,4189.14
02:00:00,3922.5399999999995,37.339999999999996,3883.58,3961.5
03:00:00,3829.32,40.55500000000001,3825.88,3832.76
