day,temp_min,temp_max,feels_like,pressure,humidity,wind_speed,wind_deg,is_offday,whole-sale-1,whole-sale-2,demand,rrp
2019/10/29,16.300833333333333,21.987916666666667,16.420416666666668,1018.0416666666666,46.958333333333336,3.1712500000000006,207.66666666666666,0,66,34,223774.81000000003,5965.550000000001
2019/10/30,16.012083333333333,22.721666666666664,19.45625,1015.1666666666666,75.04166666666667,2.23625,225.91666666666666,0,66,34,234751.46000000002,5990.01
2019/10/31,21.582916666666666,27.722916666666666,21.82375,1011.5,40.791666666666664,4.383333333333333,182.66666666666666,0,66,34,243505.75,4095.66
2019/11/01,23.991666666666664,28.939583333333335,23.584166666666665,1007.7916666666666,30.25,4.270833333333333,205.83333333333334,0,67,33,261021.81,4017.13
2019/11/02,15.08,18.765416666666667,16.710416666666667,1009.3333333333334,88.625,2.8958333333333335,202.08333333333334,1,67,33,211613.65,4351.65
2019/11/03,13.641666666666666,16.763333333333332,14.344166666666666,1012.2083333333334,81.875,2.1495833333333336,147.95833333333334,1,67,33,193734.02999999997,3433.9500000000003
2019/11/04,9.192083333333333,13.189583333333333,9.448749999999999,1015.2083333333334,81.83333333333333,2.1275,257.125,0,67,33,214559.68,3766.8500000000004
2019/11/05,10.006666666666666,14.61,9.783333333333333,1017.4583333333334,61.958333333333336,2.11375,250.0,0,67,33,193634.0,3016.2299999999996
2019/11/06,14.527083333333332,18.198333333333334,12.564166666666665,1006.0416666666666,46.333333333333336,4.158333333333333,283.3333333333333,0,67,33,208762.75999999998,2740.3199999999997
2019/11/07,10.502916666666666,14.935833333333335,9.304583333333333,1002.75,63.541666666666664,4.1625,302.0833333333333,0,67,33,230265.28000000003,2915.2799999999997
2019/11/08,8.181666666666667,12.504583333333334,7.194583333333333,1005.9166666666666,68.91666666666667,3.65,254.16666666666666,0,67,33,227909.56,3752.2400000000002
2019/11/09,7.842083333333332,12.274583333333332,7.0675,1014.625,66.91666666666667,3.204166666666667,272.5,1,67,33,217849.58000000002,3355.35
2019/11/10,11.402500000000002,15.022499999999999,11.629583333333334,1015.5833333333334,74.91666666666667,2.5675000000000003,230.54166666666666,1,67,33,203100.09,3949.2200000000003
2019/11/11,17.135,22.020416666666666,16.192083333333333,1009.4583333333334,49.75,4.300833333333333,262.125,0,67,33,213517.9,3112.9700000000003
2019/11/12,12.129166666666668,16.60875,10.9975,1007.9583333333334,57.625,3.6374999999999993,255.0,0,67,33,208606.92,2672.9300000000003
2019/11/13,10.143749999999999,13.75125,9.090416666666668,1015.5833333333334,63.833333333333336,3.1,285.8333333333333,0,67,33,225147.08,3035.01
2019/11/14,13.215833333333334,17.234166666666667,13.342083333333335,1014.1666666666666,61.0,2.9500000000000006,278.75,0,67,33,219657.86,3475.77
2019/11/15,12.165416666666667,15.877083333333333,11.730833333333331,1011.7083333333334,62.125,3.0333333333333337,259.5833333333333,0,67,33,221909.51,3434.09
2019/11/16,10.30125,14.4375,9.667499999999999,1018.0833333333334,62.916666666666664,2.795833333333333,229.16666666666666,1,67,33,195292.24,3165.1899999999996
2019/11/17,10.430416666666668,14.535416666666665,10.002083333333333,1020.1666666666666,63.333333333333336,2.6820833333333334,216.54166666666666,1,67,33,193484.97999999998,3067.55
2019/11/18,13.619166666666667,19.01375,14.185416666666669,1015.125,58.458333333333336,2.4250000000000003,190.375,0,67,33,218296.5,3414.53
2019/11/19,12.276666666666666,16.565416666666664,12.954583333333332,1013.4166666666666,76.58333333333333,2.4583333333333335,163.16666666666666,0,67,33,224067.74,3913.9
2019/11/20,17.166666666666668,23.38083333333333,18.433333333333334,1011.5833333333334,51.875,2.2758333333333334,168.70833333333334,0,67,33,239472.25,3922.97
2019/11/21,22.979583333333334,29.324583333333333,21.829166666666666,1004.625,34.125,5.4624999999999995,212.08333333333334,0,67,33,262624.0,3350.5699999999997
2019/11/22,13.065416666666666,17.089583333333334,12.491666666666665,1015.375,62.166666666666664,3.4291666666666667,182.5,0,67,33,218098.73,3105.17
2019/11/23,12.648333333333333,17.169583333333335,12.957916666666668,1017.4166666666666,66.08333333333333,2.5933333333333333,221.625,1,67,33,194491.53,2339.6400000000003
2019/11/24,13.180416666666666,18.53291666666667,14.104583333333332,1016.0416666666666,60.958333333333336,2.3074999999999997,171.91666666666666,1,67,33,193556.5,2807.6899999999996
2019/11/25,16.37,21.791666666666668,16.739166666666666,1007.25,49.166666666666664,2.7412499999999995,167.83333333333334,0,67,33,227798.59999999998,3355.9000000000005
2019/11/26,11.133333333333333,15.59666666666667,9.729583333333334,1008.3333333333334,63.791666666666664,4.591666666666666,210.83333333333334,0,67,33,215258.32,2184.61
2019/11/27,12.082083333333335,17.665000000000003,12.231249999999998,1014.7916666666666,52.666666666666664,2.5208333333333335,255.83333333333334,0,67,33,216835.39,2773.87
2019/11/28,13.417083333333332,18.284583333333334,14.204166666666667,1014.8333333333334,67.125,2.4779166666666663,195.58333333333334,0,67,33,225471.75,3330.42
2019/11/29,13.176250000000001,17.441666666666666,14.492916666666666,1012.7916666666666,79.83333333333333,2.2758333333333334,196.95833333333334,0,67,33,229599.82,3794.8
2019/11/30,11.33625,15.569583333333334,11.288749999999999,1012.0833333333334,69.33333333333333,2.570416666666666,179.16666666666666,1,67,33,197919.12,2351.74
2019/12/01,10.472916666666666,15.035000000000002,9.847500000000002,1001.0,65.08333333333333,3.3525000000000005,276.5833333333333,1,67,33,200467.96,1515.12
2019/12/02,9.124166666666667,13.2975,7.544999999999999,998.3333333333334,60.416666666666664,3.8958333333333335,257.5,0,67,33,221218.8,1323.98
2019/12/03,12.69625,17.081666666666667,11.968333333333334,1005.5416666666666,56.833333333333336,3.6166666666666667,276.25,0,67,33,218188.08000000002,860.6899999999999
2019/12/04,13.586666666666666,17.422083333333333,13.057083333333333,1009.7083333333334,57.041666666666664,3.1999999999999997,242.08333333333334,0,67,33,214801.41,1818.0
2019/12/05,13.870833333333332,18.209583333333335,13.919583333333334,1008.375,61.333333333333336,3.251666666666667,254.25,0,67,33,215783.38,2127.25
2019/12/06,13.322083333333333,16.788333333333334,12.5875,1011.5833333333334,58.458333333333336,2.9958333333333336,229.16666666666666,0,67,33,210057.97,1935.14
2019/12/07,12.282083333333333,17.1075,12.435833333333335,1016.3333333333334,62.375,2.8000000000000003,217.91666666666666,1,67,33,190872.59999999998,2170.26
2019/12/08,15.279166666666669,20.416666666666668,17.178749999999997,1017.8333333333334,64.66666666666667,2.1908333333333334,183.375,1,67,33,195154.83000000002,1938.84
2019/12/09,21.481666666666666,27.86583333333333,22.628749999999997,1012.9583333333334,51.416666666666664,3.6529166666666666,202.33333333333334,0,67,33,255821.66999999998,2705.5299999999997
2019/12/10,13.340000000000002,17.10625,12.938749999999999,1018.2083333333334,72.625,3.7083333333333335,181.25,0,67,33,219097.24,2310.63
2019/12/11,13.0375,16.925833333333333,12.752083333333333,1017.9166666666666,68.75,3.454166666666667,180.41666666666666,0,67,33,218120.75,2758.41
2019/12/12,12.855833333333331,16.594583333333333,12.445000000000002,1018.125,66.95833333333333,3.383333333333333,200.83333333333334,0,67,33,217198.13,1971.3200000000002
2019/12/13,13.074583333333331,17.49,13.00625,1017.0,61.25,2.975,216.66666666666666,0,67,33,214141.21999999997,2795.8900000000003
2019/12/14,13.717500000000001,17.933333333333334,15.237500000000002,1013.7916666666666,73.95833333333333,2.141666666666667,206.58333333333334,1,67,33,202478.46999999997,3111.78
2019/12/15,14.941666666666668,18.995416666666667,16.21875,1010.125,68.95833333333333,1.9170833333333333,194.33333333333334,1,67,33,197446.9,2373.88
2019/12/16,14.624583333333332,19.006249999999998,16.008333333333333,1014.625,74.29166666666667,2.1283333333333334,207.41666666666666,0,67,33,228800.13,3507.17
2019/12/17,17.367083333333333,22.504166666666666,20.319583333333334,1017.875,71.375,1.7458333333333333,172.16666666666666,0,67,33,247998.14,3884.3999999999996
2019/12/18,24.135,29.754166666666663,26.639583333333338,1013.1666666666666,50.791666666666664,2.1199999999999997,192.45833333333334,0,67,33,293981.78,4132.78
2019/12/19,18.147916666666664,22.901250000000005,20.057916666666667,1016.0416666666666,69.0,2.8249999999999997,201.66666666666666,0,67,33,250101.22,3399.67
2019/12/20,25.213333333333328,31.215416666666666,26.431666666666672,1010.5416666666666,42.166666666666664,3.04875,229.0,0,67,33,301106.80000000005,9017.59
2019/12/21,16.68541666666667,21.109166666666663,16.75708333333333,1016.5833333333334,61.166666666666664,4.116666666666666,181.25,1,67,33,201264.95,2098.34
2019/12/22,13.693333333333333,17.649583333333336,12.66625,1021.875,56.791666666666664,3.741666666666667,175.0,1,67,33,180291.22999999998,1612.73
2019/12/23,13.299583333333336,18.492916666666666,14.442083333333334,1018.0,70.83333333333333,2.620416666666667,182.5,0,67,33,203636.05000000002,2227.46
2019/12/24,16.181250000000002,20.655,17.06625,1016.6666666666666,67.66666666666667,3.1908333333333334,177.83333333333334,0,67,33,204337.86,2745.4399999999996
2019/12/25,17.97666666666667,22.98625,20.252916666666668,1015.625,67.41666666666667,2.1566666666666667,186.58333333333334,1,67,33,196625.49000000002,2002.73
2019/12/26,16.02333333333333,20.21625,17.192083333333333,1019.625,72.58333333333333,2.9958333333333336,202.91666666666666,1,67,33,192241.05,1941.4699999999998
2019/12/27,16.607916666666668,22.315416666666664,18.94125,1016.4583333333334,71.66666666666667,2.64,190.45833333333334,1,67,33,214512.13,2557.9900000000002
2019/12/28,20.937916666666666,27.582916666666666,24.417083333333334,1011.75,62.875,2.2045833333333333,180.125,1,67,33,227043.37,2986.4300000000003
2019/12/29,20.57375,27.927083333333332,25.969583333333333,1013.0,75.16666666666667,2.2470833333333333,186.41666666666666,1,67,33,236587.05,3978.4799999999996
2019/12/30,26.172083333333333,32.345416666666665,27.314999999999998,1004.3333333333334,49.125,4.694166666666667,208.66666666666666,1,67,33,280820.25,11316.4
2019/12/31,16.062916666666666,19.68,15.64875,1010.5,63.375,3.6833333333333336,184.16666666666666,1,67,33,190820.78,2188.27
